sku_id,category,original_price,condition_grade,return_reason_code,estimated_refurb_cost,resale_value_estimated,inbound_shipping_cost,hazardous_goods_flag,co2_saved_refurb_vs_landfill,final_decision,customer_latitude,customer_longitude
PRD-427,Apparel,13765,A,03,2757,16061,359,Yes,4.59305720341053,donate,31.073777892235388,70.04200742998867
PRD-428,Kitchen,13755,C,01,3684,14600,443,No,0.7626899037024084,refurbish,23.178283520855906,69.30927854395412
PRD-429,Beauty,22486,D,04,3441,15837,438,Yes,0.9362772880440569,keep_it,27.040741434410958,94.03230543778707
PRD-430,Kitchen,1842,C,03,434,10234,102,Yes,0.25975924920319127,donate,34.69079127250273,92.11185829433833
PRD-431,Electronics,5805,D,02,1521,15640,167,Yes,0.6570919351806683,liquidate,26.112314375470635,73.92037873310048
PRD-432,Electronics,1426,A,01,3082,10468,113,No,3.9816455004198903,donate,23.362162514454383,87.27841199978845
PRD-433,Beauty,28919,B,02,1902,341,198,No,1.1575147564830433,recycle,24.330271533835155,91.9312686442542
PRD-434,Kitchen,8778,D,03,2016,6044,275,Yes,2.3200722141559815,recycle,36.36140339736485,89.14188887143497
PRD-435,Kitchen,3139,C,03,1541,8587,410,No,4.668248099902119,keep_it,18.58479234950046,71.62704143214768
PRD-436,Beauty,12933,D,01,2853,17880,100,No,3.4643679484300605,donate,13.819791385098881,87.212247410791
PRD-437,Beauty,23775,D,03,372,14840,259,Yes,4.52388998428289,donate,11.465223079354178,75.80729962712805
PRD-438,Apparel,26456,C,03,108,13743,304,No,3.86922859298125,liquidate,27.42110289842794,92.1254601959732
PRD-439,Beauty,2020,C,01,1760,5417,192,Yes,0.6143144608664923,donate,22.926869188911006,76.81824279764842
PRD-440,Apparel,7549,A,03,560,7120,432,No,3.933724852079308,donate,35.24136542233789,91.80501671215936
PRD-441,Beauty,21855,A,01,1110,14895,215,No,1.2584124016469609,refurbish,20.754211555612805,69.49962430660965
PRD-442,Electronics,29820,B,01,1050,16350,353,No,1.961795510846424,keep_it,36.29590211659522,91.94098905694833
PRD-443,Beauty,13039,A,04,4704,19341,73,Yes,0.42905720586229446,recycle,35.48739720298755,80.65882616131032
PRD-444,Kitchen,25629,D,01,2865,14653,89,No,4.728733187913238,liquidate,30.781585605130307,77.021721417517
PRD-445,Apparel,24484,C,01,1633,3387,264,No,1.4677560053810335,liquidate,32.6767637254347,80.62438729403638
PRD-446,Kitchen,4152,C,01,1811,10900,194,Yes,3.321860960557386,refurbish,14.528911907433653,94.46262692191884
PRD-447,Kitchen,16483,C,03,639,19025,84,No,2.65686597753408,refurbish,26.043999940816594,80.8793138273277
PRD-448,Kitchen,18180,C,01,1511,21775,193,Yes,1.1621732650759737,donate,34.66534928273361,88.14729982350563
PRD-449,Kitchen,4008,A,01,400,9475,25,Yes,1.9829879676200868,refurbish,18.027344434922853,76.4976167917911
PRD-450,Beauty,8341,B,04,4175,24416,381,Yes,4.660977631741359,refurbish,28.19690500430513,92.82957245230998
PRD-451,Apparel,26733,D,03,1692,21641,95,Yes,1.5945578733167454,keep_it,33.47566642138672,79.18682872760499
PRD-452,Electronics,15205,B,04,1226,5182,217,Yes,3.6103406464611547,donate,9.011599163851868,81.17415557683675
PRD-453,Beauty,13863,B,01,1159,4345,31,Yes,3.732962066608914,recycle,32.592885030080666,70.11514448272415
PRD-454,Beauty,12785,B,01,1881,16154,258,Yes,3.2883983287776513,keep_it,34.708803279150345,69.22538539657413
PRD-455,Electronics,23474,B,03,531,22067,332,Yes,4.539045633807713,refurbish,35.873466409767815,85.5284045497638
PRD-456,Beauty,19026,A,04,2722,19282,307,No,3.1820244110307274,keep_it,32.73210471927298,82.56938930830461
PRD-457,Beauty,25970,B,03,906,3829,365,No,1.769883290007875,liquidate,16.82511693915472,84.36721269066781
PRD-458,Apparel,27911,D,04,2577,13956,275,Yes,3.697513281162411,recycle,9.513672176374843,76.59957305845411
PRD-459,Apparel,25897,B,02,1098,23186,379,No,4.114633887809202,recycle,22.345961154702973,71.11621441082829
PRD-460,Kitchen,3436,B,04,3376,22015,349,Yes,1.5050352368603865,liquidate,36.557911271086205,79.06938941632082
PRD-461,Electronics,23392,D,01,3629,20128,139,Yes,4.526651959208593,recycle,11.507514643986323,80.48530607180281
PRD-462,Electronics,22761,D,01,4249,20701,232,Yes,0.5228837068599173,donate,9.501476018182181,83.818507089261
PRD-463,Kitchen,11116,D,02,4479,4502,376,Yes,0.391218355225302,donate,20.464462426841916,71.10681907796327
PRD-464,Kitchen,19802,C,01,3694,13359,88,Yes,1.3958513829613177,liquidate,19.458557954235616,77.27434600809397
PRD-465,Apparel,27611,A,01,3723,12255,459,No,3.073942254146351,liquidate,20.204419691061467,74.7745098425192
PRD-466,Apparel,21023,C,03,2636,8046,177,No,4.6264683822849255,donate,32.23967955287151,79.0396630441088
PRD-467,Kitchen,25773,B,04,4635,13709,147,No,0.8078318658474667,recycle,27.97532550140442,78.15498592073641
PRD-468,Apparel,13817,D,04,4060,6543,388,Yes,2.0649195270377354,keep_it,17.87844850588327,69.04716810753135
PRD-469,Beauty,29622,A,04,3681,3101,293,No,3.6061168192353907,keep_it,32.67126833022971,71.21051834183329
PRD-470,Kitchen,26524,D,01,3430,18102,75,Yes,0.8116062171911488,liquidate,18.70134124800351,76.40331683313313
PRD-471,Apparel,25556,C,01,155,23535,313,No,0.8490654462419611,refurbish,12.120104823084187,86.21191580293144
PRD-472,Electronics,2115,B,01,2835,18992,209,Yes,2.3339523629278798,keep_it,9.644432556539963,83.84342623478373
PRD-473,Beauty,3894,C,02,1364,5591,475,No,4.347437641940894,recycle,27.015498801451095,88.66774614777258
PRD-474,Apparel,13096,D,01,377,13316,171,Yes,2.2931926048394824,liquidate,18.557597112073097,75.44640969739774
PRD-475,Apparel,5205,B,04,4107,2870,484,Yes,0.6817447357273598,refurbish,18.260082726075765,86.87212798434115
PRD-476,Apparel,14933,A,02,4632,21801,47,No,4.9898471062438645,liquidate,12.264382485847406,95.22093186274464
PRD-477,Kitchen,2222,A,04,3986,24711,318,No,3.4397304289717905,keep_it,11.658989410159739,72.76860534052565
PRD-478,Beauty,7844,B,01,1455,9376,249,No,1.9081465457849107,liquidate,31.235664779116192,81.8614717619244
PRD-479,Kitchen,12129,C,03,2665,22838,300,No,3.5499386419576773,keep_it,16.388312254371378,78.95117429624906
PRD-480,Beauty,11757,C,02,4554,24401,478,Yes,3.6008906758001125,refurbish,24.03511257668725,91.45615189265305
PRD-481,Apparel,27582,C,03,165,13772,466,No,0.6990786815520019,donate,31.852444924888765,83.09146896030457
PRD-482,Apparel,24455,C,01,2258,20820,304,No,3.0956757864123743,liquidate,10.295257054210385,79.6650608955501
PRD-483,Kitchen,28126,B,02,855,15929,366,No,3.3916445413864293,keep_it,16.273287347879396,79.28352797609799
PRD-484,Beauty,26058,A,02,2912,284,162,No,3.137458275768507,donate,30.056361951851265,88.71972203938772
PRD-485,Electronics,12526,A,01,2010,18754,187,Yes,3.7954901164836863,recycle,15.894931277534166,82.64399299012148
PRD-486,Beauty,15775,D,04,653,22527,362,No,2.6547792144973514,keep_it,30.68171982246875,93.1588312630222
PRD-487,Beauty,28232,B,04,2690,14694,187,Yes,1.581969759920558,donate,30.989712460227146,81.09070149103866
PRD-488,Electronics,28930,A,03,1030,19170,232,No,3.086709696628932,refurbish,21.292146530184834,71.33003659325259
PRD-489,Beauty,7213,A,04,3529,7599,83,No,2.4243289893677056,recycle,13.347223396406413,72.85214706151005
PRD-490,Apparel,11323,B,04,4248,6262,494,No,1.6484902205183194,refurbish,16.36195654067945,84.00528401271585
PRD-491,Kitchen,18955,D,03,2900,19343,391,Yes,3.045674513947946,refurbish,32.23639558859142,93.09187386332394
PRD-492,Apparel,28793,A,02,1291,5109,454,Yes,2.64589549786292,liquidate,8.419748084120513,87.51043195597805
PRD-493,Electronics,20860,B,03,1263,18227,201,Yes,3.86023494196791,keep_it,9.158199197732602,72.9598823306674
PRD-494,Kitchen,16425,C,03,3410,17426,209,Yes,1.027650467425029,keep_it,12.390212144222424,86.95267855574933
PRD-495,Kitchen,21422,D,02,4886,10497,420,Yes,2.463574315432644,recycle,14.77196187250933,72.6634653768433
PRD-496,Kitchen,22978,C,01,3240,7841,296,No,3.8377795976736886,refurbish,25.28836085700562,84.03512202079897
PRD-497,Apparel,2508,C,03,3894,16178,161,Yes,2.7957648460346145,recycle,19.931040820827036,68.87518988452132
PRD-498,Beauty,7568,B,04,1697,20018,168,No,2.0499884674563855,recycle,11.206197981908609,82.30328642030983
PRD-499,Apparel,12111,C,02,3141,23999,191,No,4.281110564785609,liquidate,19.7008583745271,74.91079394780579
PRD-500,Electronics,28233,B,02,3097,1999,315,Yes,3.686986525434766,keep_it,32.12241545325186,86.84975606082128
PRD-501,Apparel,14213,C,02,618,8801,125,No,3.28230276214383,refurbish,20.59582145022219,96.36098045018981
PRD-502,Apparel,8280,B,03,4039,1019,385,Yes,2.7123683208795515,liquidate,32.27164059258563,78.36348610341373
PRD-503,Beauty,26778,D,01,1111,12242,224,Yes,2.1506685057554327,refurbish,17.91886858956026,72.9908257127454
PRD-504,Electronics,16600,C,03,740,1516,454,Yes,2.7433017604946572,refurbish,18.6512245745255,74.38110411915251
PRD-505,Apparel,3009,A,02,2201,3865,183,Yes,2.865952569689839,refurbish,28.061469822757296,68.60525359967698
PRD-506,Beauty,16748,A,04,1577,19689,250,Yes,0.741210759752085,keep_it,18.230111986188394,85.59542627730687
PRD-507,Apparel,25204,A,02,1079,3270,50,No,4.94249843716485,donate,10.123144054042143,83.66150874171895
PRD-508,Kitchen,27623,D,01,176,21741,426,No,4.2883010908664625,donate,26.748003985518736,92.36019620095124
PRD-509,Electronics,24556,D,02,2623,14900,106,No,1.50781804995864,liquidate,20.414241299182702,83.50746782568686
PRD-510,Beauty,18675,D,03,1451,15029,27,No,3.6269859018087263,recycle,20.51208760336176,84.87192238028419
PRD-511,Beauty,27206,C,04,1219,12126,302,Yes,1.6150903703594701,refurbish,35.003005974823054,75.38008778575183
PRD-512,Kitchen,15222,B,03,244,4549,347,Yes,1.0333202529039232,donate,34.05952273565077,81.58275183587888
PRD-513,Beauty,28919,A,04,2851,4662,253,Yes,1.7454268267043604,refurbish,19.737622066570594,71.53286506439144
PRD-514,Apparel,19593,C,01,3135,19374,95,No,3.573754942133706,recycle,8.314022238846798,85.11370214756327
PRD-515,Beauty,18647,D,01,4081,21919,149,Yes,1.4925161755931868,donate,8.513975279334408,72.38441801833464
PRD-516,Apparel,17487,C,04,2084,6302,197,No,4.781500108234072,liquidate,15.96704548849415,89.90705932261307
PRD-517,Kitchen,7088,C,02,3764,19148,483,No,4.604061096454287,keep_it,30.162975096494634,81.48913308840069
PRD-518,Electronics,1617,D,04,4036,18465,459,No,0.20228633457117473,liquidate,27.427441487895514,78.08172391176522
PRD-519,Kitchen,12397,B,01,1864,2838,346,No,1.1464244529408694,donate,18.867220544769744,87.87045518926182
PRD-520,Apparel,14028,C,02,2474,2780,430,Yes,0.23826945869084248,liquidate,9.656641375571596,80.89606030183205
PRD-521,Beauty,16452,C,02,1092,11377,220,No,4.741092165155897,liquidate,18.688666909105088,80.11315666758875
PRD-522,Kitchen,15887,D,01,678,7390,241,No,2.135526827738525,keep_it,25.96716814164373,82.05416256090075
PRD-523,Beauty,20148,A,02,4421,5298,289,Yes,1.4844122884360371,liquidate,9.298541900210283,88.59768415504635
PRD-524,Electronics,4705,B,02,1144,14284,100,No,0.6813395316725704,liquidate,26.97351544779905,74.80566418672348
PRD-525,Beauty,27600,B,03,3003,18265,466,No,3.1199696225260958,liquidate,34.44932641115851,78.87295055640402
PRD-526,Apparel,23471,C,04,4181,19542,471,No,2.319933396001519,liquidate,30.771178796032807,96.31179874430185
PRD-527,Beauty,10853,D,02,4264,23524,117,No,3.167294191180714,liquidate,17.96053831066534,86.28987662068046
PRD-528,Electronics,26243,B,01,2649,6427,324,No,3.3613251590671047,liquidate,23.866275633732755,76.85467179689378
PRD-529,Kitchen,27496,D,04,2648,20879,100,No,4.250150711817918,donate,14.295233318206009,93.28583877333303
PRD-530,Kitchen,914,C,04,4535,20038,222,Yes,3.4808933465648755,refurbish,13.697321667022582,94.44047962209949
PRD-531,Electronics,22649,D,04,762,5229,174,Yes,0.5241481357022889,keep_it,11.5902482860611,86.58519682290375
PRD-532,Electronics,29569,D,02,3086,9047,24,No,4.4337358495462285,keep_it,32.77237082596773,94.46059556556564
PRD-533,Apparel,3535,A,01,1926,15089,170,No,3.981125512148833,refurbish,11.933127512752176,89.67499521137469
PRD-534,Kitchen,10446,C,03,376,10576,57,No,0.6816134681186083,keep_it,29.726722432973943,89.42836753277199
PRD-535,Electronics,14352,C,02,4368,16423,84,No,4.458641560500769,refurbish,31.304093934956644,80.64592750966
PRD-536,Apparel,9525,C,02,4478,24279,213,Yes,1.8836354983209913,recycle,31.579339599504458,72.91372675900303
PRD-537,Apparel,7093,A,01,4116,8082,306,No,2.8205160124826323,recycle,8.78027938402561,91.32127922328706
PRD-538,Kitchen,27447,C,04,812,18503,135,No,2.863612759810349,liquidate,13.05000644364522,75.09043837660039
PRD-539,Apparel,13602,D,03,4157,7044,192,Yes,1.7825669606456644,donate,32.0003353253648,68.16562822552564
PRD-540,Kitchen,22770,A,01,836,178,333,Yes,4.934359577568344,keep_it,17.918716696516157,80.52807088607287
PRD-541,Kitchen,2602,D,02,1599,11590,442,No,0.1250757354676037,recycle,25.04086164083105,72.78304522810119
PRD-542,Beauty,2681,A,01,1873,5182,170,Yes,0.6562630488691418,liquidate,27.792234589133486,70.20996103400955
PRD-543,Beauty,25613,D,04,2901,6860,42,Yes,1.802639257855789,donate,11.448979800713934,79.69739777201181
PRD-544,Kitchen,6043,A,01,3353,2761,408,Yes,0.8614183728659097,refurbish,28.79156928190678,76.000279419017
PRD-545,Kitchen,17271,B,02,1320,705,118,No,0.23293832733366288,liquidate,24.594722853133803,73.55500310802107
PRD-546,Electronics,20206,B,01,3450,2889,363,No,0.7346169113204009,refurbish,25.87031416056113,82.38048204128526
PRD-547,Apparel,11651,B,04,4972,24931,132,No,2.8010470184842253,recycle,11.783031965084078,70.73027837480807
PRD-548,Kitchen,29213,A,01,2706,24712,268,Yes,2.005620630989663,recycle,23.7709380208519,87.54513864134412
PRD-549,Apparel,2261,C,02,340,13209,47,Yes,0.1467270323701953,refurbish,32.62290646894195,86.85110553572889
PRD-550,Electronics,3838,A,04,1868,9838,287,No,2.2878699550806005,donate,16.479907745174664,84.40359073876633
PRD-551,Kitchen,9033,B,03,1079,23855,318,No,1.985826945833238,recycle,10.807868869055547,79.50840266239008
PRD-552,Beauty,16482,B,01,4897,14228,282,Yes,1.888397706008774,refurbish,16.569640671403572,93.21646749917628
PRD-553,Electronics,3748,D,04,2126,8685,269,No,1.0526013872901558,keep_it,29.988817179596058,84.81199580077777
PRD-554,Beauty,21683,A,01,3800,24475,66,Yes,1.359302480670615,keep_it,17.730082409261733,78.94777410237128
PRD-555,Beauty,7836,B,03,1705,24953,57,Yes,3.170641545832404,keep_it,30.642936089761097,80.16322999042873
PRD-556,Kitchen,5103,C,01,4964,20873,381,Yes,1.9672500271784996,liquidate,26.242601303948874,73.52860207065234
PRD-557,Beauty,28083,B,01,204,9823,31,No,1.9464460098852698,keep_it,33.0192746499074,68.13359227811446
PRD-558,Apparel,18625,B,02,4242,10291,347,No,3.254927896630123,donate,25.49571669413035,78.2454494834641
PRD-559,Beauty,24211,C,04,1097,21520,151,Yes,3.0507647482524947,liquidate,9.250833008528625,78.9619003370914
PRD-560,Beauty,5419,A,04,2777,5123,182,Yes,0.6612663857880743,donate,26.78665556967024,83.49848925326174
PRD-561,Electronics,5725,D,03,3105,7934,253,No,0.5982343835640804,keep_it,9.500692231069236,70.08183476750135
PRD-562,Beauty,7924,C,01,4170,24789,306,Yes,3.868797128015587,donate,35.8791985693787,74.94671599579993
PRD-563,Kitchen,5407,A,02,65,24148,104,Yes,1.9931050280114038,keep_it,25.77845918932674,72.15616434412715
PRD-564,Electronics,23284,A,03,906,12687,403,Yes,4.668028732511439,refurbish,12.252456181943826,96.77654536558187
PRD-565,Apparel,28281,C,04,2114,15262,126,Yes,2.400663227404742,refurbish,26.973963796837293,96.03181072196782
PRD-566,Beauty,18133,A,01,3733,19958,314,Yes,3.1363818522794333,recycle,18.566097499220305,80.26285545966829
PRD-567,Beauty,15840,A,02,3665,8105,180,Yes,2.854597926414387,donate,23.352399552539698,71.11374028634867
PRD-568,Apparel,8947,A,04,2588,8094,139,No,2.572973458706423,donate,29.820958615808667,95.46415295425246
PRD-569,Beauty,18606,D,02,1398,12818,422,Yes,0.7569779947561761,keep_it,24.71678927450817,88.53025332966345
PRD-570,Electronics,18311,A,01,404,10528,165,No,3.485962826328265,refurbish,11.603934565503865,83.61878278465596
PRD-571,Beauty,19486,A,04,4388,14837,128,No,1.2410906862835922,donate,15.37043021136235,91.96715076496469
PRD-572,Electronics,2152,D,02,4941,17575,77,No,4.8312670007382685,recycle,32.91963422142018,81.0701965087378
PRD-573,Electronics,8767,A,03,4935,10208,372,Yes,4.6743907780196645,liquidate,18.8441442504794,81.47184807540309
PRD-574,Beauty,3137,B,04,3428,7801,483,No,2.879449694613671,donate,19.39826051244694,88.6527828446645
PRD-575,Kitchen,28378,C,03,4996,8062,169,Yes,1.5940951394493788,keep_it,15.977021121734623,88.70918651048521
PRD-576,Electronics,3753,C,03,2498,15427,474,Yes,0.4388807438014294,refurbish,12.13756620262655,78.73423635046203
PRD-577,Kitchen,2289,A,01,3604,5204,270,Yes,0.727246408275241,refurbish,16.123951057511118,81.11670643204876
PRD-578,Kitchen,27501,D,02,780,9753,274,No,2.6415100189761938,recycle,34.06422448011614,88.77424763357338
PRD-579,Kitchen,5281,A,04,2406,14032,361,No,1.9354551658703338,liquidate,24.584262381476837,76.61385142876402
PRD-580,Beauty,21383,D,02,139,3510,207,No,1.7317917535646032,recycle,29.559775440773272,86.89491055585916
PRD-581,Electronics,27837,A,01,3278,14934,440,No,2.3065834737968323,liquidate,32.592443576745836,94.89143295299269
PRD-582,Beauty,16028,B,02,2136,10967,300,Yes,2.2492812833858453,keep_it,16.98194983344846,85.37425609681472
PRD-583,Apparel,7078,A,02,1170,2063,493,No,3.9768479431075687,recycle,34.34273935010876,76.45811708969072
PRD-584,Kitchen,3474,D,03,2852,10940,378,Yes,4.857651563592737,keep_it,28.309837871467128,93.33688590828211
PRD-585,Beauty,27347,B,01,107,14664,88,Yes,0.5564502750159704,liquidate,15.970824957667299,91.85815560105704
PRD-586,Electronics,3604,C,03,409,14158,216,Yes,4.770334926307401,keep_it,14.098489952362485,91.9791194721388
PRD-587,Beauty,15345,B,04,1011,15197,289,Yes,4.909651779323868,refurbish,25.34800955284033,70.82832138283183
PRD-588,Kitchen,21006,D,03,4259,1320,478,No,0.7275986441601574,keep_it,13.655906183245566,80.0689115186008
PRD-589,Kitchen,14233,C,03,2982,9238,161,Yes,1.7270728860599731,donate,34.32706393033891,95.32685913662425
PRD-590,Electronics,13302,D,03,3421,18485,262,No,1.7497548113720003,liquidate,14.497094132102264,71.57042203543492
PRD-591,Beauty,6022,A,01,2273,10190,116,Yes,4.200108273038587,keep_it,26.340445718129907,71.61519821868801
PRD-592,Kitchen,18996,B,03,4167,12116,73,No,1.6949821684058326,liquidate,15.022836914949153,77.27841028612437
PRD-593,Electronics,1616,D,02,3716,17295,410,Yes,1.983850410536178,refurbish,31.247047979829322,81.36200571207094
PRD-594,Beauty,24012,D,03,3717,24818,179,Yes,2.7418423077766447,recycle,32.096792225835344,91.39473268675664
PRD-595,Beauty,13517,B,04,3296,23621,142,Yes,1.002294359334607,donate,30.636358515472338,75.59414835127585
PRD-596,Apparel,11337,C,02,3543,24860,183,No,1.3648459706079805,keep_it,13.443170001916219,77.21625200761639
PRD-597,Kitchen,21026,C,02,1435,9465,27,Yes,3.5279449101429954,donate,34.35101270485843,71.90791856407832
PRD-598,Beauty,23501,D,04,2894,24392,387,No,1.2049094493248613,recycle,34.893864877972966,76.3057695669595
PRD-599,Apparel,4499,B,01,3960,5859,179,Yes,0.14857753133883372,refurbish,27.66245453115237,86.31607115303768
PRD-600,Electronics,6007,C,01,1024,11093,475,No,2.412599644484269,donate,29.466839372192698,70.3980472684862
PRD-601,Apparel,24827,C,01,795,16515,256,No,4.7797617553128,keep_it,36.2975674508221,86.78455387258083
PRD-602,Apparel,20711,C,04,806,13575,317,Yes,0.276460868981827,donate,21.8678059193877,80.68149318453321
PRD-603,Beauty,24508,C,03,292,7527,215,Yes,3.012299176798811,recycle,15.543597399609233,73.64368383776095
PRD-604,Electronics,17620,B,02,2211,9743,284,No,2.822268372985352,refurbish,36.37109739257267,78.79175065942101
PRD-605,Electronics,13304,A,03,3671,9863,416,Yes,1.8607500349685282,donate,24.068757131964343,72.76410775628597
PRD-606,Kitchen,18639,C,02,369,15891,456,No,4.9662936540210945,donate,16.729291801059823,78.7077989005633
PRD-607,Beauty,2043,B,04,3189,969,430,No,2.6560125718972643,recycle,12.929643226299973,86.93219579618568
PRD-608,Apparel,6417,C,02,3833,12766,264,No,1.0537090509608986,liquidate,9.747880599138359,86.45864718350005
PRD-609,Kitchen,17487,A,01,2478,17804,440,No,4.232043054145645,recycle,30.053465846937836,75.78610497389049
PRD-610,Apparel,25890,D,02,290,21997,162,No,4.20157043072361,donate,19.184047549417564,89.21165764723878
PRD-611,Electronics,17128,B,02,4300,3062,117,No,4.572792192292218,recycle,24.07345380122236,89.23572334525952
PRD-612,Beauty,20845,B,01,445,16690,345,Yes,2.2956478328513144,refurbish,16.0309962023939,68.36344388935657
PRD-613,Beauty,13205,D,02,4657,5456,219,Yes,2.1523850689819306,recycle,24.660426804961766,89.29872222829701
PRD-614,Apparel,29216,A,03,4091,6738,188,No,0.9464010413766424,liquidate,26.244303782917324,82.30643978106323
PRD-615,Beauty,17392,B,01,1764,22611,153,Yes,1.8776097331454529,recycle,13.763398745565414,73.49170043635465
PRD-616,Apparel,10051,C,01,3941,11199,158,Yes,0.3862349240730476,keep_it,11.689010295685858,83.79291776426061
PRD-617,Apparel,4027,D,04,696,19561,341,Yes,0.11065825497861312,refurbish,28.57870036485675,77.2187100492397
PRD-618,Electronics,6219,D,04,4166,13444,498,No,0.6584325977033119,liquidate,33.67222530774444,85.10324540268903
PRD-619,Apparel,14303,A,04,497,4780,180,No,2.3647152597975567,donate,24.14975977203065,88.4791353640354
PRD-620,Electronics,3529,C,04,1612,22707,285,Yes,3.018230671977204,refurbish,32.04700623677026,77.31162787648252
PRD-621,Apparel,7458,A,04,478,16259,73,No,3.582587493078694,recycle,32.91776529199563,85.53582510102916
PRD-622,Apparel,28461,D,03,4985,22319,244,No,1.1673561249283289,refurbish,26.097430542822224,91.06133469916476
PRD-623,Apparel,4355,A,01,895,1029,51,No,1.2483375017074505,recycle,23.741287325213424,75.58308894276121
PRD-624,Apparel,8539,D,02,4848,9583,311,No,2.6623172895134126,liquidate,29.778932038628106,76.6961762907569
PRD-625,Electronics,20085,A,01,2564,20641,238,No,4.98726758141485,keep_it,24.90351781994073,75.29421527670894
PRD-626,Apparel,4275,C,03,4863,17704,313,Yes,2.2183871590242346,recycle,23.85062729010164,80.51585823538144
PRD-627,Beauty,7634,A,03,679,19324,382,Yes,3.5864448744937545,donate,11.963702756111557,93.84178532617379
PRD-628,Electronics,3104,C,01,787,16783,472,No,1.14916416364552,keep_it,20.287448879330654,71.99335588570396
PRD-629,Apparel,21891,B,03,2063,10778,221,Yes,2.680693906190171,refurbish,13.997847899368994,96.9788092278909
PRD-630,Apparel,8326,B,03,1010,4772,239,No,1.7151156099763716,donate,26.965553192974685,79.13720757010381
PRD-631,Kitchen,6055,A,04,177,17988,70,Yes,4.936068295353394,liquidate,34.56283242036119,69.20111937218755
PRD-632,Beauty,11358,A,02,2729,3762,201,Yes,1.3742085195489058,recycle,19.669080032199886,94.48959182030652
PRD-633,Apparel,4650,D,04,1998,15358,415,No,1.0359373691500284,recycle,17.597394019548794,81.90314113115767
PRD-634,Kitchen,23147,A,02,1316,8398,238,No,1.487170927754374,keep_it,18.33947391119473,90.29691108098453
PRD-635,Beauty,24870,D,04,1640,1209,356,No,0.7501720377160801,liquidate,29.459542106904923,94.07336458254429
PRD-636,Kitchen,23431,D,04,4910,9517,125,Yes,2.0457687449166255,recycle,9.249958328014689,72.05733053521722
PRD-637,Beauty,15985,A,01,883,14022,431,No,0.3926095444383897,recycle,29.93796920437981,78.95081634145869
PRD-638,Electronics,16354,C,03,3741,6653,290,Yes,4.802761849855498,recycle,23.588026835250233,86.4536810495137
PRD-639,Apparel,22717,A,03,3043,12428,149,Yes,0.705744137761366,recycle,18.843686626688857,85.95797848713984
PRD-640,Beauty,7674,B,03,991,20243,41,No,1.7173498131744986,liquidate,17.117350251723124,96.35706863579117
PRD-641,Beauty,5601,A,02,1325,14369,315,Yes,4.216878932448724,refurbish,19.957340131427053,87.16246222326289
PRD-642,Beauty,5218,D,03,4584,8359,168,No,3.28781970367373,refurbish,22.106398113017253,80.76026730830571
PRD-643,Electronics,6275,D,01,2431,14322,441,Yes,3.172421780322432,donate,22.9501483046215,72.88696270591615
PRD-644,Kitchen,29992,B,01,2775,4904,105,No,3.925135135081763,donate,20.720730381360788,91.21419843395537
PRD-645,Apparel,12974,A,03,4052,22786,100,Yes,1.4327670988827004,keep_it,18.108120896204625,81.05529116433442
PRD-646,Kitchen,9565,B,04,581,20585,221,Yes,2.1138790807986823,recycle,12.541654197183504,84.8374958446761
PRD-647,Apparel,12466,D,01,191,2734,218,Yes,3.4835845668281062,keep_it,29.659797915965534,90.0340737380353
PRD-648,Beauty,15619,A,01,3571,24055,90,Yes,0.7538088262876053,donate,15.933946300052053,93.79043720317617
PRD-649,Electronics,13892,B,03,3559,1867,81,Yes,1.5853156838626423,refurbish,34.107929195016524,87.74884866927209
PRD-650,Kitchen,23845,B,02,3798,22078,118,No,1.8804872667798933,liquidate,13.315579814083879,82.78177582984054
PRD-651,Electronics,10937,A,03,336,8301,160,No,2.5233641986471618,liquidate,33.855426188811634,73.32693187853368
PRD-652,Beauty,2959,B,03,2686,10040,369,Yes,0.5237379849817901,keep_it,32.46909518588403,71.24014067600066
PRD-653,Apparel,25610,D,04,3023,1100,141,Yes,3.182053178658842,keep_it,26.036062896901935,84.45792421504174
PRD-654,Kitchen,13668,B,01,789,11082,262,No,3.663360283722184,liquidate,20.74413996849598,72.72683293249568
PRD-655,Electronics,12613,B,03,4957,6916,28,Yes,4.765987684686879,donate,21.770024137520906,90.53402876303583
PRD-656,Electronics,12375,A,04,3394,2864,103,Yes,3.5825660750605066,donate,32.82007383695752,91.16347274565393
PRD-657,Electronics,22708,A,02,2191,3501,397,Yes,2.2317126080370806,keep_it,12.875942623877565,81.11193275508002
PRD-658,Beauty,773,C,03,2634,24535,419,Yes,0.9865775987776296,keep_it,15.258566022058044,83.91640558300087
PRD-659,Kitchen,15492,D,04,3802,3436,146,Yes,2.9668770476285533,keep_it,19.880093738914532,83.00075933148653
PRD-660,Beauty,14234,A,04,1871,7777,145,Yes,0.7810856481883725,recycle,31.5306919066752,91.76999464576417
PRD-661,Beauty,11507,A,01,3710,12930,122,Yes,0.6069451607365598,refurbish,29.977374913509973,84.27237917233232
PRD-662,Electronics,1145,A,02,2980,1007,196,Yes,0.5616079250828255,donate,29.938196118648907,90.85951663004569
PRD-663,Apparel,5335,C,03,4142,18527,135,No,1.6611295302559774,keep_it,9.101322656002694,84.1977016920439
PRD-664,Kitchen,960,D,03,4457,11014,475,Yes,0.9651861982999378,liquidate,26.264040823028072,77.91973546902543
PRD-665,Apparel,7857,D,03,4549,2400,72,No,4.717805638776889,recycle,29.946545237416302,82.49508248035245
