category,condition_grade,return_reason,original_price,inbound_shipping_cost,final_decision,hazardous_goods_flag,co2_saved_refurb_vs_landfill,profit
Beauty,B,03_damaged_shipping,28358,220,recycle,1,0.0,-4321
Apparel,C,02_changed_mind,17323,465,liquidate,0,0.0,728
Electronics,B,02_changed_mind,13180,302,liquidate,0,0.0,665
Kitchen,C,02_changed_mind,10429,74,keep_it,0,0.0,96
Kitchen,C,02_changed_mind,4411,161,liquidate,0,0.0,-820
Beauty,A,04_incorrect_item,20985,400,liquidate,0,0.0,-1749
Kitchen,B,02_changed_mind,4641,428,liquidate,0,0.0,697
Electronics,A,02_changed_mind,18804,228,liquidate,0,0.0,-953
Electronics,B,02_changed_mind,5113,193,liquidate,0,0.0,-1064
Apparel,B,01_defective,16796,475,refurbish,0,4.520292244264644,11494
Electronics,D,02_changed_mind,29603,175,liquidate,0,0.0,-16
Beauty,B,02_changed_mind,8689,203,keep_it,0,0.0,75
Apparel,C,01_defective,27356,432,recycle,1,0.0,-628
Apparel,B,02_changed_mind,11395,219,liquidate,0,0.0,-1274
Beauty,C,03_damaged_shipping,18209,121,recycle,1,0.0,663
Electronics,A,02_changed_mind,18644,292,keep_it,0,0.0,47
Kitchen,D,02_changed_mind,2926,108,keep_it,0,0.0,82
Electronics,B,01_defective,26205,122,refurbish,0,2.6296725530634295,11518
Kitchen,A,01_defective,4111,117,refurbish,0,3.1776355711696964,11399
Apparel,B,02_changed_mind,7319,483,keep_it,0,0.0,88
Kitchen,D,04_incorrect_item,5781,72,donate,0,8.205888707169956,151
Beauty,B,02_changed_mind,28580,254,liquidate,0,0.0,-258
Beauty,A,01_defective,23557,413,refurbish,0,3.165257644148547,3453
Kitchen,A,01_defective,11297,323,refurbish,0,1.1143814778296686,11233
Electronics,B,01_defective,21118,193,refurbish,0,2.9989016684533087,16040
Kitchen,A,03_damaged_shipping,16655,273,recycle,1,0.0,-1015
Kitchen,B,02_changed_mind,11842,59,liquidate,0,0.0,62
Electronics,B,01_defective,3642,252,refurbish,0,2.1232924107545417,10474
Kitchen,C,02_changed_mind,12670,231,keep_it,0,0.0,42
Electronics,A,02_changed_mind,25152,108,keep_it,0,0.0,24
Electronics,D,02_changed_mind,16149,82,keep_it,0,0.0,45
Electronics,B,02_changed_mind,5127,312,keep_it,0,0.0,75
Apparel,B,02_changed_mind,29691,153,liquidate,0,0.0,787
Kitchen,C,03_damaged_shipping,22976,425,liquidate,0,0.0,-1908
Electronics,C,02_changed_mind,4967,275,keep_it,0,0.0,73
Electronics,B,02_changed_mind,16668,103,keep_it,0,0.0,32
Beauty,C,02_changed_mind,12142,195,liquidate,0,0.0,-159
Electronics,B,02_changed_mind,26262,333,keep_it,0,0.0,79
Beauty,C,02_changed_mind,21578,257,keep_it,0,0.0,77
Kitchen,D,02_changed_mind,23010,405,liquidate,0,0.0,996
Electronics,B,01_defective,25458,194,refurbish,0,1.6123419177593954,11505
Electronics,D,02_changed_mind,8370,366,liquidate,0,0.0,-655
Beauty,B,01_defective,3474,380,refurbish,0,2.462424279812403,2565
Kitchen,A,02_changed_mind,9967,255,keep_it,0,0.0,59
Beauty,B,02_changed_mind,8343,242,keep_it,0,0.0,80
Beauty,D,02_changed_mind,2849,499,liquidate,0,0.0,-72
Beauty,B,01_defective,22239,246,refurbish,0,2.494311485072382,2886
Kitchen,A,01_defective,11638,257,refurbish,0,4.622521212765153,9392
Kitchen,B,03_damaged_shipping,28222,194,recycle,1,0.0,-2061
Kitchen,B,04_incorrect_item,27671,480,donate,0,5.513471929040872,33
Electronics,B,01_defective,4988,218,recycle,1,0.0,-4624
Beauty,B,03_damaged_shipping,28519,426,liquidate,0,0.0,-516
Beauty,B,02_changed_mind,12219,270,liquidate,0,0.0,-472
Apparel,A,02_changed_mind,25315,275,keep_it,0,0.0,85
Electronics,B,02_changed_mind,11221,140,liquidate,0,0.0,-108
Apparel,C,02_changed_mind,26353,261,keep_it,0,0.0,52
Electronics,A,01_defective,2406,174,recycle,1,0.0,77
Kitchen,B,03_damaged_shipping,27711,133,recycle,1,0.0,764
Apparel,C,03_damaged_shipping,16420,67,recycle,1,0.0,-2085
Electronics,A,02_changed_mind,6344,421,liquidate,0,0.0,960
Beauty,B,02_changed_mind,24845,493,liquidate,0,0.0,328
Kitchen,B,03_damaged_shipping,29404,168,liquidate,0,0.0,-1171
Kitchen,A,02_changed_mind,25250,137,liquidate,0,0.0,-921
Kitchen,B,01_defective,29702,320,refurbish,0,2.032165317793494,5129
Electronics,A,01_defective,23835,186,refurbish,0,4.499466639693615,4053
Apparel,B,02_changed_mind,26397,278,liquidate,0,0.0,839
Electronics,A,02_changed_mind,20757,284,liquidate,0,0.0,-1381
Beauty,A,02_changed_mind,23588,497,liquidate,0,0.0,336
Beauty,C,03_damaged_shipping,12897,361,recycle,1,0.0,-3774
Apparel,B,03_damaged_shipping,19622,127,recycle,1,0.0,-2689
Apparel,C,02_changed_mind,3058,298,liquidate,0,0.0,-1167
Apparel,B,02_changed_mind,510,189,keep_it,0,0.0,69
Apparel,A,03_damaged_shipping,27530,222,recycle,1,0.0,672
Beauty,A,02_changed_mind,7207,340,keep_it,0,0.0,39
Kitchen,B,02_changed_mind,3513,385,liquidate,0,0.0,743
Kitchen,C,02_changed_mind,9144,228,liquidate,0,0.0,-1577
Electronics,B,04_incorrect_item,11703,160,liquidate,0,0.0,880
Beauty,B,02_changed_mind,22855,286,liquidate,0,0.0,-168
Beauty,A,02_changed_mind,15721,139,keep_it,0,0.0,79
Apparel,A,02_changed_mind,19788,231,keep_it,0,0.0,23
Apparel,D,02_changed_mind,8897,230,keep_it,0,0.0,72
Beauty,A,04_incorrect_item,11159,107,liquidate,0,0.0,-1867
Electronics,D,02_changed_mind,102,302,keep_it,0,0.0,40
Apparel,B,02_changed_mind,28014,246,liquidate,0,0.0,-108
Apparel,B,02_changed_mind,24059,74,liquidate,0,0.0,1155
Apparel,D,02_changed_mind,16918,91,liquidate,0,0.0,261
Beauty,B,01_defective,379,345,refurbish,0,1.0381194122383288,6881
Kitchen,B,02_changed_mind,8764,481,liquidate,0,0.0,-380
Kitchen,A,02_changed_mind,8061,472,liquidate,0,0.0,-296
Apparel,A,01_defective,24462,468,refurbish,0,1.9707622927209063,15434
Kitchen,A,02_changed_mind,12182,447,liquidate,0,0.0,616
Beauty,C,02_changed_mind,24502,100,keep_it,0,0.0,36
Electronics,C,04_incorrect_item,19052,291,donate,0,7.035601646279318,80
Electronics,B,03_damaged_shipping,27624,327,recycle,1,0.0,-4416
Kitchen,C,04_incorrect_item,14016,237,donate,0,5.723732119010464,77
Apparel,D,02_changed_mind,13197,238,liquidate,0,0.0,-1500
Beauty,B,02_changed_mind,23531,462,liquidate,0,0.0,-1666
Kitchen,B,03_damaged_shipping,9382,363,liquidate,0,0.0,-443
Beauty,B,02_changed_mind,5152,85,keep_it,0,0.0,58
Electronics,C,02_changed_mind,23336,277,keep_it,0,0.0,20
Electronics,D,02_changed_mind,3884,448,keep_it,0,0.0,57
Electronics,A,02_changed_mind,11199,132,liquidate,0,0.0,-543
Kitchen,B,02_changed_mind,25708,88,liquidate,0,0.0,-1365
Kitchen,C,02_changed_mind,22404,331,liquidate,0,0.0,1067
Beauty,A,02_changed_mind,4753,382,liquidate,0,0.0,-1369
Electronics,C,02_changed_mind,17736,358,keep_it,0,0.0,50
Apparel,D,02_changed_mind,20737,74,keep_it,0,0.0,27
Beauty,B,01_defective,7096,393,refurbish,0,3.2806997526412336,2896
Apparel,D,02_changed_mind,12434,365,keep_it,0,0.0,11
Beauty,B,02_changed_mind,1474,198,liquidate,0,0.0,-821
Apparel,A,03_damaged_shipping,15961,299,recycle,1,0.0,-1895
Electronics,A,04_incorrect_item,10115,96,donate,0,7.15799402961653,2
Electronics,B,02_changed_mind,27560,96,keep_it,0,0.0,17
Beauty,A,01_defective,17208,471,refurbish,0,1.9129315264364686,3905
Electronics,B,01_defective,12057,320,refurbish,0,1.764146712358837,3311
Kitchen,B,02_changed_mind,21553,168,liquidate,0,0.0,256
Beauty,B,04_incorrect_item,8423,346,liquidate,0,0.0,258
Beauty,B,02_changed_mind,15548,468,liquidate,0,0.0,978
Electronics,C,02_changed_mind,7762,314,keep_it,0,0.0,58
Beauty,B,03_damaged_shipping,16832,259,liquidate,0,0.0,754
Beauty,D,02_changed_mind,3980,393,keep_it,0,0.0,37
Apparel,C,01_defective,10140,183,refurbish,0,4.950655698966486,14946
Beauty,B,02_changed_mind,15283,52,liquidate,0,0.0,189
Electronics,C,02_changed_mind,23636,59,liquidate,0,0.0,-1763
Electronics,B,02_changed_mind,18854,332,liquidate,0,0.0,-506
Electronics,C,02_changed_mind,17889,167,liquidate,0,0.0,-806
Beauty,B,02_changed_mind,15058,376,liquidate,0,0.0,821
Kitchen,A,03_damaged_shipping,13055,443,recycle,1,0.0,-603
Kitchen,B,02_changed_mind,23838,55,liquidate,0,0.0,-889
Electronics,A,01_defective,29395,136,refurbish,0,1.538107240590345,7653
Beauty,B,01_defective,15736,60,refurbish,0,3.289087176075264,17549
Beauty,B,02_changed_mind,2759,237,liquidate,0,0.0,-616
Apparel,C,03_damaged_shipping,25742,281,liquidate,0,0.0,-764
Apparel,C,02_changed_mind,28735,62,liquidate,0,0.0,-556
Kitchen,B,02_changed_mind,4141,478,liquidate,0,0.0,-1977
Kitchen,C,02_changed_mind,11154,118,liquidate,0,0.0,-1540
Apparel,B,03_damaged_shipping,8981,52,liquidate,0,0.0,-908
Apparel,C,02_changed_mind,19804,386,keep_it,0,0.0,89
Kitchen,B,03_damaged_shipping,1489,481,recycle,1,0.0,-4801
Electronics,C,01_defective,29599,493,refurbish,0,4.286409237667925,12348
Electronics,D,03_damaged_shipping,8337,183,liquidate,0,0.0,-360
Kitchen,B,01_defective,12386,448,refurbish,0,1.739247317478191,11421
Apparel,B,03_damaged_shipping,29480,90,recycle,1,0.0,-4198
Electronics,B,03_damaged_shipping,2207,400,recycle,1,0.0,-4321
Kitchen,B,02_changed_mind,10415,348,liquidate,0,0.0,-1380
Electronics,A,02_changed_mind,16482,102,keep_it,0,0.0,19
Kitchen,A,03_damaged_shipping,15663,466,recycle,1,0.0,-4218
Apparel,C,02_changed_mind,18666,496,keep_it,0,0.0,22
Apparel,A,02_changed_mind,6236,197,liquidate,0,0.0,-1798
Beauty,C,02_changed_mind,20697,346,liquidate,0,0.0,-824
Apparel,D,02_changed_mind,28575,430,keep_it,0,0.0,82
Apparel,B,02_changed_mind,13581,494,liquidate,0,0.0,-261
Apparel,B,02_changed_mind,23674,375,keep_it,0,0.0,94
Apparel,C,02_changed_mind,27124,171,keep_it,0,0.0,98
Beauty,B,03_damaged_shipping,8181,395,liquidate,0,0.0,-207
Kitchen,C,03_damaged_shipping,14337,487,recycle,1,0.0,-1340
Kitchen,A,02_changed_mind,12337,69,keep_it,0,0.0,70
Apparel,A,04_incorrect_item,21614,385,donate,0,9.51453061321081,290
Beauty,B,01_defective,12240,165,refurbish,0,1.8126857263382337,3964
Beauty,D,01_defective,8178,78,recycle,1,0.0,-3275
Beauty,B,02_changed_mind,12135,441,liquidate,0,0.0,80
Kitchen,B,02_changed_mind,8459,479,liquidate,0,0.0,-511
Kitchen,A,02_changed_mind,27635,446,liquidate,0,0.0,556
Kitchen,C,02_changed_mind,10305,453,keep_it,0,0.0,34
Electronics,C,02_changed_mind,6886,188,liquidate,0,0.0,147
Kitchen,B,01_defective,12942,471,refurbish,0,1.5019535757289697,8933
Electronics,A,02_changed_mind,14421,152,keep_it,0,0.0,66
Apparel,A,03_damaged_shipping,8709,332,recycle,1,0.0,-836
Kitchen,B,03_damaged_shipping,22456,91,liquidate,0,0.0,686
Electronics,C,01_defective,25260,414,refurbish,0,3.517518049704696,9899
Kitchen,C,04_incorrect_item,9812,234,liquidate,0,0.0,-1754
Beauty,C,02_changed_mind,11133,431,keep_it,0,0.0,29
Kitchen,A,02_changed_mind,2852,420,keep_it,0,0.0,32
Kitchen,D,01_defective,28231,51,refurbish,0,4.386588598571182,17342
Electronics,B,02_changed_mind,4252,118,liquidate,0,0.0,-1962
Kitchen,C,02_changed_mind,24631,375,liquidate,0,0.0,212
Apparel,A,01_defective,6172,250,refurbish,0,3.2708319559742645,10892
Apparel,B,01_defective,8484,247,refurbish,0,3.8756012448544555,8692
Apparel,A,01_defective,3820,183,recycle,1,0.0,-4953
Apparel,C,01_defective,28012,499,recycle,1,0.0,-2341
Electronics,A,01_defective,15653,128,refurbish,0,4.806580139018816,11822
Kitchen,A,02_changed_mind,5396,249,keep_it,0,0.0,73
Apparel,A,02_changed_mind,20488,367,keep_it,0,0.0,12
Apparel,B,01_defective,26731,414,refurbish,0,2.634323916161113,16079
Kitchen,B,02_changed_mind,4099,214,liquidate,0,0.0,-1575
Electronics,C,03_damaged_shipping,25472,287,recycle,1,0.0,-4731
Electronics,B,02_changed_mind,27304,473,liquidate,0,0.0,-79
Electronics,B,02_changed_mind,24867,368,keep_it,0,0.0,84
Apparel,A,02_changed_mind,10732,377,liquidate,0,0.0,-1926
Beauty,A,02_changed_mind,19224,475,keep_it,0,0.0,56
Kitchen,D,01_defective,20489,395,recycle,1,0.0,-4888
Kitchen,C,01_defective,12148,72,refurbish,0,2.3832183216147635,11722
Electronics,A,03_damaged_shipping,18242,319,liquidate,0,0.0,120
Beauty,D,02_changed_mind,15936,98,liquidate,0,0.0,976
Kitchen,C,02_changed_mind,7443,460,keep_it,0,0.0,92
Kitchen,A,03_damaged_shipping,15211,188,recycle,1,0.0,-1427
Kitchen,A,02_changed_mind,3289,69,keep_it,0,0.0,64
Electronics,D,04_incorrect_item,22004,380,donate,0,9.3040863419806,135
Electronics,B,04_incorrect_item,16836,196,donate,0,7.106549936441146,278
Electronics,B,01_defective,14217,327,refurbish,0,4.528700745049793,2476
Kitchen,A,03_damaged_shipping,22021,88,recycle,1,0.0,-4006
Kitchen,B,03_damaged_shipping,19539,262,recycle,1,0.0,-2178
Apparel,A,03_damaged_shipping,22258,70,liquidate,0,0.0,-1402
Beauty,B,02_changed_mind,6077,135,liquidate,0,0.0,-169
Electronics,C,02_changed_mind,23767,314,liquidate,0,0.0,-1892
Beauty,A,03_damaged_shipping,8538,416,liquidate,0,0.0,-1516
Electronics,B,01_defective,9611,176,refurbish,0,1.1183586992241135,4500
Kitchen,A,02_changed_mind,16507,496,keep_it,0,0.0,42
Kitchen,D,04_incorrect_item,13566,432,liquidate,0,0.0,-1005
Apparel,C,03_damaged_shipping,20179,353,recycle,1,0.0,-101
Kitchen,B,03_damaged_shipping,28088,447,recycle,1,0.0,-4421
Kitchen,A,04_incorrect_item,20604,449,donate,0,7.986119812813379,1
Beauty,B,01_defective,2387,209,refurbish,0,4.9005300714215165,12685
Kitchen,D,03_damaged_shipping,11124,372,liquidate,0,0.0,-608
Kitchen,C,03_damaged_shipping,16406,55,liquidate,0,0.0,-1554
Beauty,D,04_incorrect_item,11568,69,liquidate,0,0.0,-942
Beauty,A,02_changed_mind,17554,496,liquidate,0,0.0,-1748
Kitchen,A,03_damaged_shipping,6412,85,liquidate,0,0.0,-882
Apparel,B,02_changed_mind,5274,430,liquidate,0,0.0,-1249
Kitchen,C,03_damaged_shipping,14434,291,recycle,1,0.0,-3196
Electronics,A,02_changed_mind,14028,374,liquidate,0,0.0,-283
Beauty,B,02_changed_mind,2701,72,keep_it,0,0.0,26
Beauty,B,02_changed_mind,622,274,liquidate,0,0.0,923
Kitchen,C,01_defective,115,289,refurbish,0,4.8074388603465765,9149
Beauty,C,03_damaged_shipping,16326,398,recycle,1,0.0,-4475
Electronics,C,01_defective,16590,225,refurbish,0,3.4189106993444804,3282
Apparel,A,01_defective,28709,194,refurbish,0,3.639388079843354,5612
Electronics,B,02_changed_mind,21074,194,keep_it,0,0.0,46
Beauty,C,03_damaged_shipping,2393,384,liquidate,0,0.0,-862
Kitchen,A,01_defective,10210,460,refurbish,0,2.221281806769862,8302
Electronics,B,02_changed_mind,11177,65,keep_it,0,0.0,18
Electronics,B,02_changed_mind,27048,139,liquidate,0,0.0,-1437
Apparel,B,04_incorrect_item,943,180,liquidate,0,0.0,-522
Apparel,C,02_changed_mind,7318,100,keep_it,0,0.0,32
Apparel,A,02_changed_mind,2937,86,keep_it,0,0.0,93
Kitchen,B,03_damaged_shipping,22713,189,recycle,1,0.0,-208
Apparel,C,02_changed_mind,21363,193,liquidate,0,0.0,-874
Kitchen,B,02_changed_mind,19395,326,keep_it,0,0.0,81
Beauty,B,02_changed_mind,6668,325,liquidate,0,0.0,-281
Kitchen,A,02_changed_mind,16376,91,keep_it,0,0.0,67
Kitchen,A,02_changed_mind,22653,191,liquidate,0,0.0,-1473
Electronics,B,02_changed_mind,7022,104,keep_it,0,0.0,38
Beauty,B,02_changed_mind,2685,78,liquidate,0,0.0,-1932
Apparel,B,02_changed_mind,17978,70,keep_it,0,0.0,82
Electronics,D,01_defective,2456,426,recycle,1,0.0,-2916
Apparel,D,02_changed_mind,20150,248,liquidate,0,0.0,-1544
Kitchen,B,02_changed_mind,12202,304,keep_it,0,0.0,31
Apparel,C,03_damaged_shipping,16834,261,liquidate,0,0.0,572
Kitchen,B,02_changed_mind,17105,261,keep_it,0,0.0,73
Electronics,A,02_changed_mind,18974,442,keep_it,0,0.0,76
Electronics,C,04_incorrect_item,8413,375,donate,0,8.879651353466073,197
Apparel,C,01_defective,17226,421,recycle,1,0.0,-716
Electronics,B,04_incorrect_item,26914,394,donate,0,9.308136644895141,49
Beauty,B,02_changed_mind,3338,241,liquidate,0,0.0,1069
Beauty,B,01_defective,24787,484,refurbish,0,4.090957481673635,3852
Electronics,A,02_changed_mind,12605,363,liquidate,0,0.0,529
Electronics,B,02_changed_mind,15582,418,liquidate,0,0.0,279
Kitchen,A,01_defective,23881,373,refurbish,0,4.628359557899675,17322
Apparel,C,04_incorrect_item,20801,375,donate,0,4.273842342134536,227
Apparel,C,04_incorrect_item,2957,112,donate,0,6.757965295672995,239
Electronics,A,03_damaged_shipping,14512,405,recycle,1,0.0,-527
Electronics,A,01_defective,28617,231,refurbish,0,4.3978102673571104,10641
Kitchen,C,03_damaged_shipping,10461,324,liquidate,0,0.0,-1681
Apparel,B,02_changed_mind,7784,483,keep_it,0,0.0,79
Apparel,B,01_defective,4255,447,recycle,1,0.0,-3994
Beauty,A,02_changed_mind,17989,137,keep_it,0,0.0,43
Beauty,A,02_changed_mind,20120,321,keep_it,0,0.0,66
Apparel,D,01_defective,11610,484,refurbish,0,3.5830484932251467,2768
Kitchen,B,02_changed_mind,606,153,keep_it,0,0.0,71
Kitchen,D,02_changed_mind,18175,342,liquidate,0,0.0,159
Kitchen,B,02_changed_mind,6822,201,keep_it,0,0.0,66
Kitchen,A,02_changed_mind,5914,190,liquidate,0,0.0,-622
Kitchen,A,02_changed_mind,19270,277,liquidate,0,0.0,77
Electronics,A,03_damaged_shipping,662,305,liquidate,0,0.0,673
Kitchen,B,01_defective,9102,335,refurbish,0,2.3018182803195777,5841
Electronics,A,02_changed_mind,26400,187,keep_it,0,0.0,28
Beauty,A,04_incorrect_item,15180,138,liquidate,0,0.0,861
Electronics,B,02_changed_mind,15464,191,liquidate,0,0.0,-1716
Beauty,D,02_changed_mind,1701,397,liquidate,0,0.0,-782
Electronics,B,02_changed_mind,1339,58,keep_it,0,0.0,80
Kitchen,B,02_changed_mind,25325,253,liquidate,0,0.0,-1589
Apparel,A,03_damaged_shipping,24127,374,recycle,1,0.0,-3578
Electronics,B,01_defective,22186,143,refurbish,0,4.700112293396894,5369
Kitchen,B,01_defective,23360,137,refurbish,0,2.772606195329813,11699
Electronics,C,01_defective,25976,429,recycle,1,0.0,-326
Apparel,A,02_changed_mind,19352,231,liquidate,0,0.0,-1279
Apparel,D,02_changed_mind,4331,384,keep_it,0,0.0,30
Apparel,D,02_changed_mind,5950,405,keep_it,0,0.0,33
Beauty,A,02_changed_mind,1293,290,liquidate,0,0.0,-604
Kitchen,A,02_changed_mind,9934,442,keep_it,0,0.0,83
Apparel,B,02_changed_mind,20338,58,keep_it,0,0.0,99
Electronics,D,02_changed_mind,4086,358,liquidate,0,0.0,-761
Apparel,B,02_changed_mind,6633,83,liquidate,0,0.0,365
Electronics,A,02_changed_mind,18927,221,liquidate,0,0.0,-1678
Beauty,B,02_changed_mind,23788,218,keep_it,0,0.0,74
Kitchen,C,01_defective,15357,323,refurbish,0,1.6032448027325952,10025
Apparel,B,04_incorrect_item,8674,97,donate,0,8.77844407389206,203
Kitchen,B,02_changed_mind,7535,466,liquidate,0,0.0,-1236
Apparel,A,02_changed_mind,13054,218,keep_it,0,0.0,19
Kitchen,A,03_damaged_shipping,28577,380,liquidate,0,0.0,-1120
Apparel,A,04_incorrect_item,25113,304,donate,0,5.772837513636163,229
Kitchen,B,02_changed_mind,9872,455,keep_it,0,0.0,89
Beauty,C,02_changed_mind,19551,344,keep_it,0,0.0,59
Beauty,B,02_changed_mind,18805,235,keep_it,0,0.0,37
Apparel,B,04_incorrect_item,118,95,donate,0,6.177868206574157,91
Apparel,C,03_damaged_shipping,24535,385,recycle,1,0.0,-2152
Beauty,A,03_damaged_shipping,25915,178,liquidate,0,0.0,-1177
Electronics,A,02_changed_mind,22481,168,liquidate,0,0.0,-1604
Beauty,B,02_changed_mind,12070,235,liquidate,0,0.0,-1114
Kitchen,A,02_changed_mind,9992,251,keep_it,0,0.0,34
Electronics,C,03_damaged_shipping,29707,75,liquidate,0,0.0,-606
Apparel,D,02_changed_mind,26912,118,liquidate,0,0.0,71
Kitchen,D,03_damaged_shipping,21375,85,liquidate,0,0.0,770
Apparel,B,02_changed_mind,3577,485,liquidate,0,0.0,1050
Beauty,A,03_damaged_shipping,28852,385,recycle,1,0.0,-3070
Beauty,A,02_changed_mind,10832,75,keep_it,0,0.0,89
Electronics,B,01_defective,26417,413,refurbish,0,1.6778347280425354,4121
Apparel,B,04_incorrect_item,712,491,liquidate,0,0.0,-524
Kitchen,C,02_changed_mind,23397,237,liquidate,0,0.0,-831
Apparel,B,02_changed_mind,25070,384,keep_it,0,0.0,65
Apparel,A,02_changed_mind,18110,145,keep_it,0,0.0,57
Electronics,B,02_changed_mind,13105,460,liquidate,0,0.0,-646
Beauty,B,02_changed_mind,15846,256,liquidate,0,0.0,-440
Electronics,B,02_changed_mind,10961,387,liquidate,0,0.0,-802
Kitchen,B,02_changed_mind,22381,422,liquidate,0,0.0,-1386
Beauty,B,01_defective,29983,220,refurbish,0,3.203761205842581,3517
Kitchen,C,02_changed_mind,24392,215,liquidate,0,0.0,832
Apparel,C,03_damaged_shipping,19964,192,liquidate,0,0.0,-2000
Apparel,C,02_changed_mind,21146,173,keep_it,0,0.0,71
Kitchen,C,02_changed_mind,20047,76,keep_it,0,0.0,43
Apparel,B,02_changed_mind,8015,114,keep_it,0,0.0,30
Beauty,C,02_changed_mind,12391,141,liquidate,0,0.0,-383
Beauty,A,01_defective,22719,312,refurbish,0,3.261402628678775,5810
Beauty,D,02_changed_mind,8057,464,keep_it,0,0.0,17
Kitchen,A,03_damaged_shipping,18535,485,recycle,1,0.0,-3988
Electronics,B,02_changed_mind,9015,186,keep_it,0,0.0,32
Beauty,B,04_incorrect_item,345,61,liquidate,0,0.0,55
Electronics,D,02_changed_mind,20145,123,keep_it,0,0.0,80
Beauty,C,02_changed_mind,3947,299,keep_it,0,0.0,99
Kitchen,A,04_incorrect_item,25020,190,donate,0,9.746516706291665,144
Beauty,A,01_defective,10231,222,refurbish,0,3.229946956152473,8074
Apparel,C,04_incorrect_item,14044,395,liquidate,0,0.0,757
Electronics,B,02_changed_mind,16032,400,keep_it,0,0.0,17
Beauty,B,04_incorrect_item,23552,75,liquidate,0,0.0,-1644
Kitchen,C,01_defective,778,136,refurbish,0,3.271309155715833,5407
Kitchen,A,02_changed_mind,13179,223,liquidate,0,0.0,-1189
Electronics,A,02_changed_mind,7102,493,keep_it,0,0.0,56
Beauty,B,03_damaged_shipping,28736,429,liquidate,0,0.0,-1276
Electronics,B,03_damaged_shipping,28550,356,liquidate,0,0.0,-1168
Kitchen,A,03_damaged_shipping,9532,167,liquidate,0,0.0,-1076
Apparel,B,01_defective,27095,268,refurbish,0,1.1643855387358633,3996
Kitchen,A,01_defective,23865,360,refurbish,0,4.758935643187759,13210
Apparel,B,03_damaged_shipping,21213,90,liquidate,0,0.0,-821
Beauty,B,01_defective,15612,391,refurbish,0,3.060083571233972,15323
Apparel,A,02_changed_mind,14630,84,liquidate,0,0.0,-650
Apparel,D,04_incorrect_item,4291,233,donate,0,6.983317291645628,284
Electronics,B,02_changed_mind,22124,349,keep_it,0,0.0,19
Kitchen,C,02_changed_mind,10377,225,liquidate,0,0.0,890
Electronics,A,01_defective,12941,237,refurbish,0,1.4961331668410294,14255
Kitchen,A,04_incorrect_item,11992,100,donate,0,5.162693222346279,154
Beauty,D,03_damaged_shipping,9461,352,liquidate,0,0.0,-1302
Apparel,D,02_changed_mind,27443,194,keep_it,0,0.0,90
Apparel,A,01_defective,25634,176,refurbish,0,4.965281395772642,14581
Kitchen,C,03_damaged_shipping,26547,455,recycle,1,0.0,-2538
Beauty,A,02_changed_mind,11167,63,keep_it,0,0.0,81
Beauty,B,03_damaged_shipping,21247,82,recycle,1,0.0,962
Beauty,C,03_damaged_shipping,10349,269,liquidate,0,0.0,645
Beauty,C,02_changed_mind,22230,77,liquidate,0,0.0,-95
Apparel,B,03_damaged_shipping,8510,115,liquidate,0,0.0,368
Kitchen,B,04_incorrect_item,5623,401,donate,0,8.489857601777747,269
Electronics,C,02_changed_mind,7549,259,liquidate,0,0.0,-1214
Apparel,A,01_defective,24052,156,refurbish,0,4.4560002152203815,2228
Beauty,A,03_damaged_shipping,1759,97,recycle,1,0.0,-4614
Electronics,A,02_changed_mind,14402,127,liquidate,0,0.0,194
Kitchen,A,02_changed_mind,486,392,liquidate,0,0.0,-583
Apparel,B,01_defective,12083,143,refurbish,0,1.4843931000825066,12955
Electronics,C,03_damaged_shipping,8842,417,recycle,1,0.0,-4652
Kitchen,A,02_changed_mind,19834,145,keep_it,0,0.0,50
Kitchen,B,02_changed_mind,11442,449,liquidate,0,0.0,-776
Electronics,A,01_defective,5930,157,refurbish,0,3.178102968168262,15784
Kitchen,A,01_defective,7916,209,refurbish,0,2.5209750396046613,10381
Apparel,A,02_changed_mind,29385,169,keep_it,0,0.0,40
Apparel,B,02_changed_mind,15560,274,liquidate,0,0.0,-987
Kitchen,B,03_damaged_shipping,8251,112,liquidate,0,0.0,-1470
Kitchen,B,01_defective,11767,245,refurbish,0,1.4261746602384306,4780
Beauty,B,02_changed_mind,27776,424,liquidate,0,0.0,1189
Electronics,A,02_changed_mind,23244,101,liquidate,0,0.0,-148
Beauty,B,02_changed_mind,3636,195,liquidate,0,0.0,-1847
Kitchen,B,01_defective,22827,459,refurbish,0,3.6000003398960394,9351
Electronics,B,02_changed_mind,22588,71,liquidate,0,0.0,636
Beauty,A,04_incorrect_item,4172,106,donate,0,4.30708467407324,22
Kitchen,A,01_defective,7012,462,refurbish,0,1.7504614807175023,2424
Electronics,B,02_changed_mind,29238,402,keep_it,0,0.0,28
Kitchen,A,02_changed_mind,5294,480,liquidate,0,0.0,-1511
Electronics,C,01_defective,3730,276,refurbish,0,3.1578913792619536,15553
Beauty,A,01_defective,21117,440,refurbish,0,1.689167580864714,15624
Beauty,B,01_defective,27516,206,refurbish,0,1.1911158485049684,13535
Apparel,A,03_damaged_shipping,22944,113,liquidate,0,0.0,-551
Apparel,A,03_damaged_shipping,11366,458,recycle,1,0.0,-4662
Kitchen,A,02_changed_mind,12787,300,keep_it,0,0.0,61
Apparel,A,03_damaged_shipping,3188,456,liquidate,0,0.0,-1028
Beauty,C,02_changed_mind,16929,477,keep_it,0,0.0,50
